17:19:35 [OK] PX4 connected udp:127.0.0.1:14540 SYS=1 COMP=1
17:19:35 [OK] 已保存UDP地址：udp:127.0.0.1:14540
17:19:35 [OK] Origin NED=(0.016337765380740166, 0.09885166585445404, -0.04986250400543213); Local-NED stream 10 Hz started
17:19:35.235242 [TRACE] seq=1 monotonic_timestamp=1153.166192 timestamp=1153.166 mode=AUTO.RTL takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(0.016,0.099,-0.050) actual_velocity=(0.004,0.003,-0.000) final_target=(0.016,0.099,-0.050) command_position=(0.016,0.099,-0.050) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.01 pitch_deg=0.01
17:19:37.296148 [TRACE] seq=21 monotonic_timestamp=1155.232851 timestamp=1155.233 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.010,0.097,-0.034) actual_velocity=(-0.013,0.002,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.01
17:19:37.399783 [TRACE] seq=22 monotonic_timestamp=1155.336811 timestamp=1155.337 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.012,0.096,-0.034) actual_velocity=(-0.014,0.002,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.01
17:19:37.502396 [TRACE] seq=23 monotonic_timestamp=1155.439565 timestamp=1155.440 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.015,0.095,-0.033) actual_velocity=(-0.015,0.001,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.01
17:19:37.606882 [TRACE] seq=24 monotonic_timestamp=1155.543802 timestamp=1155.544 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.017,0.094,-0.032) actual_velocity=(-0.016,0.000,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.01
17:19:37.710279 [TRACE] seq=25 monotonic_timestamp=1155.647447 timestamp=1155.647 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.019,0.093,-0.032) actual_velocity=(-0.017,-0.001,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.01
17:19:37.811005 [TRACE] seq=26 monotonic_timestamp=1155.748058 timestamp=1155.748 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.021,0.092,-0.031) actual_velocity=(-0.018,-0.002,0.008) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.03 pitch_deg=0.01
17:19:37.913994 [TRACE] seq=27 monotonic_timestamp=1155.851080 timestamp=1155.851 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.022,0.091,-0.029) actual_velocity=(-0.018,-0.003,0.009) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.03 pitch_deg=0.02
17:19:38.017297 [TRACE] seq=28 monotonic_timestamp=1155.954245 timestamp=1155.954 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.022,0.090,-0.027) actual_velocity=(-0.017,-0.004,0.009) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.03 pitch_deg=0.02
17:19:38.120499 [TRACE] seq=29 monotonic_timestamp=1156.057364 timestamp=1156.057 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.021,0.089,-0.024) actual_velocity=(-0.016,-0.004,0.010) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.02
17:19:38.224759 [TRACE] seq=30 monotonic_timestamp=1156.161772 timestamp=1156.162 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.020,0.089,-0.022) actual_velocity=(-0.014,-0.005,0.011) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.02 pitch_deg=0.02
17:19:38.327659 [TRACE] seq=31 monotonic_timestamp=1156.264886 timestamp=1156.265 mode=OFFBOARD takeoff_state=TAKEOFF_IDLE horizontal_mode=POSITION_HOLD type_mask=3520 actual=(-0.017,0.089,-0.019) actual_velocity=(-0.011,-0.005,0.011) final_target=(-0.008,0.097,-0.036) command_position=(-0.008,0.097,-0.036) command_velocity=(0.000,0.000,0.000) command_acceleration=(0.000,0.000,0.000) roll_deg=0.01 pitch_deg=0.02
17:19:38 [INPUT] TAKEOFF pressed once
17:19:38 [TARGET] old final target: N=-0.008 E=0.097 D=-0.036
17:19:38 [TARGET] new final target: N=-0.016 E=0.088 D=-1.019
17:19:38 [TAKEOFF] start_z=-0.019 liftoff_z=-0.369 final_z=-1.019; XY locked to actual position
17:19:38.430784 [TRACE] seq=32 monotonic_timestamp=1156.367830 timestamp=1156.368 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.015,0.088,-0.018) actual_velocity=(-0.009,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.026) command_velocity=(0.000,0.000,-0.075) command_acceleration=(0.000,0.000,-0.750) roll_deg=0.01 pitch_deg=0.02
17:19:38.535810 [TRACE] seq=33 monotonic_timestamp=1156.471500 timestamp=1156.472 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.013,0.089,-0.018) actual_velocity=(-0.008,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.042) command_velocity=(0.000,0.000,-0.153) command_acceleration=(0.000,0.000,-0.750) roll_deg=0.01 pitch_deg=0.02
17:19:38.638686 [TRACE] seq=34 monotonic_timestamp=1156.575730 timestamp=1156.576 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.012,0.088,-0.018) actual_velocity=(-0.007,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.066) command_velocity=(0.000,0.000,-0.231) command_acceleration=(0.000,0.000,-0.750) roll_deg=0.01 pitch_deg=0.02
17:19:38.743149 [TRACE] seq=35 monotonic_timestamp=1156.680183 timestamp=1156.680 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.008,0.088,-0.017) actual_velocity=(-0.004,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.098) command_velocity=(0.000,0.000,-0.309) command_acceleration=(0.000,0.000,-0.750) roll_deg=0.01 pitch_deg=0.02
17:19:38.844728 [TRACE] seq=36 monotonic_timestamp=1156.781800 timestamp=1156.782 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.006,0.087,-0.017) actual_velocity=(-0.002,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.138) command_velocity=(0.000,0.000,-0.385) command_acceleration=(0.000,0.000,-0.750) roll_deg=0.00 pitch_deg=0.02
17:19:38.947455 [TRACE] seq=37 monotonic_timestamp=1156.884595 timestamp=1156.885 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.004,0.086,-0.017) actual_velocity=(-0.000,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.185) command_velocity=(0.000,0.000,-0.463) command_acceleration=(0.000,0.000,-0.750) roll_deg=-0.00 pitch_deg=0.02
17:19:39.049682 [TRACE] seq=38 monotonic_timestamp=1156.986578 timestamp=1156.987 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(-0.001,0.086,-0.016) actual_velocity=(0.001,-0.005,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.236) command_velocity=(0.000,0.000,-0.500) command_acceleration=(0.000,0.000,-0.367) roll_deg=-0.00 pitch_deg=0.02
17:19:39.152589 [TRACE] seq=39 monotonic_timestamp=1157.089539 timestamp=1157.090 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.002,0.086,-0.016) actual_velocity=(0.003,-0.004,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.288) command_velocity=(0.000,0.000,-0.500) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.00 pitch_deg=0.02
17:19:39.263239 [TRACE] seq=40 monotonic_timestamp=1157.200308 timestamp=1157.200 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.004,0.086,-0.016) actual_velocity=(0.003,-0.004,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.343) command_velocity=(0.000,0.000,-0.500) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.01 pitch_deg=0.01
17:19:39.367373 [TRACE] seq=41 monotonic_timestamp=1157.304306 timestamp=1157.304 mode=OFFBOARD takeoff_state=TAKEOFF_LIFTOFF horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.006,0.087,-0.017) actual_velocity=(0.004,-0.003,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.395) command_velocity=(0.000,0.000,-0.500) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.01 pitch_deg=0.01
17:19:39.472200 [TRACE] seq=42 monotonic_timestamp=1157.409314 timestamp=1157.409 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.008,0.087,-0.016) actual_velocity=(0.004,-0.002,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.444) command_velocity=(0.000,0.000,-0.468) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.01 pitch_deg=0.01
17:19:39.575663 [TRACE] seq=43 monotonic_timestamp=1157.512659 timestamp=1157.513 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.008,0.088,-0.016) actual_velocity=(0.004,-0.002,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.489) command_velocity=(0.000,0.000,-0.437) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.00 pitch_deg=0.01
17:19:39.681106 [TRACE] seq=44 monotonic_timestamp=1157.617670 timestamp=1157.618 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.009,0.088,-0.016) actual_velocity=(0.004,-0.002,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.532) command_velocity=(0.000,0.000,-0.406) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.00 pitch_deg=0.01
17:19:39.783880 [TRACE] seq=45 monotonic_timestamp=1157.720931 timestamp=1157.721 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.010,0.087,-0.016) actual_velocity=(0.004,-0.002,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.571) command_velocity=(0.000,0.000,-0.375) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.00 pitch_deg=0.02
17:19:39.888999 [TRACE] seq=46 monotonic_timestamp=1157.826169 timestamp=1157.826 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.010,0.085,-0.016) actual_velocity=(0.004,-0.004,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.607) command_velocity=(0.000,0.000,-0.343) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.00 pitch_deg=0.02
17:19:39.990729 [TRACE] seq=47 monotonic_timestamp=1157.927804 timestamp=1157.928 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.010,0.084,-0.015) actual_velocity=(0.004,-0.005,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.639) command_velocity=(0.000,0.000,-0.313) command_acceleration=(0.000,0.000,0.300) roll_deg=-0.00 pitch_deg=0.02
17:19:40.090827 [TRACE] seq=48 monotonic_timestamp=1158.027831 timestamp=1158.028 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.010,0.082,-0.015) actual_velocity=(0.003,-0.007,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.669) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.129) roll_deg=-0.00 pitch_deg=0.03
17:19:40.191282 [TRACE] seq=49 monotonic_timestamp=1158.128351 timestamp=1158.128 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.010,0.080,-0.016) actual_velocity=(0.003,-0.009,0.012) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.699) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.00 pitch_deg=0.03
17:19:40.305722 [TRACE] seq=50 monotonic_timestamp=1158.239651 timestamp=1158.240 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.011,0.079,-0.017) actual_velocity=(0.003,-0.009,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.732) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.00 pitch_deg=0.03
17:19:40.404279 [TRACE] seq=51 monotonic_timestamp=1158.341381 timestamp=1158.341 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.012,0.079,-0.019) actual_velocity=(0.003,-0.008,0.011) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.763) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.00 pitch_deg=0.03
17:19:40.507119 [TRACE] seq=52 monotonic_timestamp=1158.444227 timestamp=1158.444 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.013,0.079,-0.020) actual_velocity=(0.004,-0.008,0.010) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.794) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.00 pitch_deg=0.03
17:19:40.611013 [TRACE] seq=53 monotonic_timestamp=1158.547417 timestamp=1158.547 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.014,0.080,-0.021) actual_velocity=(0.004,-0.007,0.010) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.825) command_velocity=(0.000,0.000,-0.300) command_acceleration=(0.000,0.000,0.000) roll_deg=-0.01 pitch_deg=0.02
17:19:40.715214 [TRACE] seq=54 monotonic_timestamp=1158.652308 timestamp=1158.652 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.015,0.080,-0.022) actual_velocity=(0.004,-0.006,0.009) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.854) command_velocity=(0.000,0.000,-0.278) command_acceleration=(0.000,0.000,0.207) roll_deg=-0.01 pitch_deg=0.02
17:19:40.819128 [TRACE] seq=55 monotonic_timestamp=1158.756260 timestamp=1158.756 mode=OFFBOARD takeoff_state=TAKEOFF_CLIMB horizontal_mode=POSITION_HOLD type_mask=2496 actual=(0.015,0.079,-0.023) actual_velocity=(0.002,-0.004,0.006) final_target=(-0.016,0.088,-1.019) command_position=(-0.016,0.088,-0.880) command_velocity=(0.000,0.000,-0.252) command_acceleration=(0.000,0.000,0.252) roll_deg=0.01 pitch_deg=-0.01
